,Unnamed: 0,app_ver_name,reviewer_language,device,review_month,star_rating,review_text,sentiment,topic,detail_topic
3544,3544,unknown,id,a20s,1,1,daftar masuk tidak bisa bisa saya hapus lagi aplikasinya,negatif,registrasilogin,registrasi
3545,3545,unknown,id,onc,1,5,bagus pelayanan cukup memuaskan pelanggan,positif,feedback,baik
3546,3546,unknown,id,CPH1803,1,1,gabisa registrasi padahal udah confirm dari email juga,negatif,registrasilogin,registrasi
3547,3547,4.4.3,id,santoni,1,2,diupdate malah tidak bisa dibuka saya pakai hp mi kali aplikasi sudah saya download di playstore tapi setelah dibuka cuma muncul logo kai access terus tampilan putih tidak bisa masuk keberanda yang sudah saya lakukan uninstall terus install lagi saya restart hp tapi tetap saja tidak bisa masuk keberanda kai access tolong jawabnya,negatif,error,aksesapp
3548,3548,4.4.3,id,grandpplte,1,1,saya sudah beli tiket melakukan pembayaran online setelah berhasil pembayaran eh di aplikasi kok tiketnya tidak ada mulu,negatif,pembayaran,paymentnotif
3549,3549,4.4.3,id,grandpplte,1,1,terus setelah itu aplikasi ngedadak lemot dan tidak bisa dibuka sampai sekarang akhirnya saya beli tiket offline jadi kali beli gimana sih aplikasi padahal saya sudah upgrade maaf ya tapi emang kenyataannya seperti itu,negatif,error,error
3550,3550,4.4.3,id,1603,1,2,saya baru download kenapa tidak bisa di buka malah muncul layar putih ditunggu lama banget sampai di uninstall terus di install lagi tetap masih layar putih ini gimana ya tolong bantuannya min saya sudah mencoba menggunakan hp lain itu bisa pake hp saya sendiri tetap gabisa,negatif,error,crash
3551,3551,unknown,id,grandpplte,1,1,berkali saya buka hanya keluar layar warna putih,negatif,error,crash
3552,3552,unknown,id,j6primelte,1,2,tidak bisa daftar tolong diperbaiki dan bantuannya,negatif,registrasilogin,registrasi
3553,3553,unknown,en,rolex,1,1,setelah update malah time out terus tolong di benerin bugs nya,negatif,error,timeout
3554,3554,4.3.6,id,F1f,1,5,aplikasinya sangat membantu,positif,feedback,baik
3555,3555,4.4.3,id,1814,1,5,pelayanan sekarang lebih bagus dari pada tempo dulu,positif,feedback,baik
3556,3556,4.0.1,id,grandpplte,1,5,jos mantap lebih mudah,positif,feedback,baik
3557,3557,4.4.3,id,merlin,1,5,gak bisa dibuka setelah update,negatif,error,aksesapp
3558,3558,4.4.3,id,j2lte,1,5,kemarin ada kendala terus tanya ke admin langsung dikasih solusi eh sekarang udah bisa makasih min atas respon dan solusinya,netral,feedback,lain
3559,3559,unknown,id,a51,1,1,saya mau download aplikasi ini tapi tidak bisa,negatif,feedback,lain
3560,3560,4.3.7,id,RMX2030,1,5,good,positif,feedback,baik
3561,3561,4.4.3,id,merlin,1,1,gimana sih ini padahal sudah di masukin email sama nomor telepon tapi dari pihak kai access nya oops akun anda gagal diaktivasi atau sudah teraktivasi sebelumnya padahal nomor baru masa kayak gini kalo tidak bisa digunakan tidak usah nyuruh download habisin memory aja,negatif,registrasilogin,registrasi
3562,3562,4.4.3,id,elsa,1,2,tidak jelas banget aplikasi kaya gini,negatif,feedback,lain
3563,3563,4.4.3,id,j6primelte,1,4,bagus sih tapi kalo ram full tiket bisa hangus,netral,feedback,lain
3564,3564,4.4.3,id,ugg,1,1,tolong diperbaiki aplikasinya saya sudah daftar tapi tidak bisa login terus sudah beberapa kali daftar sampai kehabisan alamat email sama nomor hp tetap saja tidak bisa nguji kesabaran banget ini aplikasi,negatif,registrasilogin,login
3565,3565,4.4.3,id,a31,1,5,sudah akses akun lama tapi tidak bisa di buka,negatif,registrasilogin,login
3566,3566,unknown,id,j7elte,1,5,perfect,positif,feedback,baik
3567,3567,4.3.7,id,m21,1,3,kadang loadingnya lama,negatif,error,error
3568,3568,4.4.3,id,a30s,1,5,good,positif,feedback,baik
3569,3569,4.4.3,id,1807,1,5,semakin berbenah tidak ada lagi biaya tambahan jika pemesanan melalui gerai indomart aplikasinya recommended daripada pake yang lain kalau yang lain ada biaya tambahan,positif,feedback,baik
3570,3570,4.4.3,id,1807,1,5,tapi buat ganti id ktp tidak bisa,negatif,pengaturan,editprofil
3571,3571,4.4.3,id,HM2014817,1,1,kenapa tidak mau lagi di buka aplikasinya muncul layar putih aja,negatif,error,crash
3572,3572,4.4.3,id,RMX2180,1,1,kenapa selalu error forbidden tidak bisa memesan udah kedua kalinya saya pesan tiket tidak bisa lewat aplikasi padahal dulu saya pakai aplikasi ini tidak pernah forbidden sekarang error terus saya pesan tiket jadinya bisa cuma lewat web tapi web nya sekarang saya pakai login tidak bisa padahal sudah benar username sama password nya saya dari sebulan lalu coba pesan forbidden tak kira mau diperbaiki eh sekarang masih forbidden,negatif,pemesanan,errorpemesanan
3573,3573,4.4.3,id,RMX2180,1,1,something wrong terus mau ubah jadwal tidak bisa saya mau rubah jadwal jadi tidak bisa terus fungsinya aplikasi ini buat apa,negatif,pemesanan,editpemesanan
3574,3574,4.4.1,id,RMX1941,1,1,kenapa uang pembatalan saya tidak dikembalikan nyet udah hari padahal saya udah tunggu keterangan di potong katanya pengembalian sampai hari kerja tapi mana buktinya tidak di kembalikan ini udah hari lebih nyet saya kontak lewat email juga tidak ada respon pler,negatif,feedback,lain
3575,3575,4.3.3,id,CPH1909,1,5,baik,positif,feedback,baik
3576,3576,4.4.3,id,merlin,1,3,halo kai access saya daftar akun kai access pakai no telpon tanpa menyertakan email lalu saya lupa kata sandi bagaimana ya solusinya saya coba daftar pakai no telpon baru dan email baru namun no ktp saya nyangkut di akun lama akun lama nggak bisa pakai fitur lupa kata sandi karena tidak ada alamat email yang terdaftar bersama akun lama mohon solusinya ya terima kasih,netral,feedback,lain
3577,3577,4.4.3,id,grandpplte,1,3,coba dulu soalnya pas saya mau buka belum bisa bisa dari kemarin,negatif,feedback,lain
3578,3578,4.4.3,id,1802,1,4,mantap,positif,feedback,baik
3579,3579,4.4.1,id,lavender,1,5,aplikasi bagus sayang sekali hanya bisa memesankan orang saja lenyap deh uang tiket keluarga berisi harus pesan kali dan tidak bisa dibatalkan dirubah jam keberangkatan jika penumpang tidak ada di dalam tiket pemesanan mohon untuk pt kai untuk penambahan calon penumpang tiket ditambah dong masa orang saja per akun apa gunanya fitur tambah penumpang hingga orang komplain ke cs tidak bisa dirubah maupun dibatalkan untuk keseluruhan aplikasi ok,negatif,pemesanan,maxpemesanan
3580,3580,4.4.3,id,grandpplte,1,2,aplikasi kai saya dulu tidak bermasalah tapi lama lama kenapa setiap mau buka muncul layar putih aja ya dan nunggu nya lama sampai install dan uninstall ulang gimana solusinya ini memang dari hp saya atau memang dari sananya ya,negatif,error,crash
3581,3581,4.4.3,id,CPH1909,1,5,bagus,positif,feedback,baik
3582,3582,4.4.3,id,j1acevelte,1,1,sumpah ya di install tapi gabisa di buka,negatif,error,aksesapp
3583,3583,unknown,id,rolex,1,1,selamat pagi min izin bertanya aplikasi kai access saya ketika dibuka hanya menampilkan layar putih saja min beberapa kali di restart sudah di uninstall kemudian di install lagi masih seperti itu kira kira kenapa ya dan bagaimana solusi nya terima kasih sebelumnya,negatif,error,crash
3584,3584,4.4.3,id,RMX1821,1,3,berulang kali saya mau pesan tiket dari aplikasi kai access tapi tidak bisa juga tolong di perbaiki lagi aplikasi nya supaya lebih mudah akses nya,negatif,pemesanan,errorpemesanan
3585,3585,4.4.3,id,hwSCL-Q,1,2,kenapa tidak bisa di buka iya,negatif,error,aksesapp
3586,3586,4.3.3,id,G8343,1,3,tidak bisa di download kenapa ya sudah restart handphone sudah hapus cache storage juga masih ada gb lagi terus logout login akun tapi tetep tidak bisa help please,negatif,feedback,lain
3587,3587,4.4.3,id,jadelte,1,1,aplikasi yang sangat bermanfaat tapi sangat jelek sering error dan loading terus harus ditingkatkan lagi,negatif,error,error
3588,3588,4.4.3,id,ginkgo,1,3,kok tidak bisa ya ganti nomor soalnya nomor yang di buat daftar hilang gimana cara gantinya,negatif,pengaturan,editprofil
3589,3589,4.4.3,id,grandpplte,1,1,kai aplikasi nya jelek hanya buang buang waktu tidak bisa dibuka awal awal sih bisa tapi sekarang mau buka malah muncul layar putih doang gajelas banget ya,negatif,error,crash
3590,3590,4.4.3,id,a50s,1,5,ditingkatkan juga sistem reschedule kereta lokal,netral,pemesanan,editpemesanan
3591,3591,4.4.3,id,a50s,1,5,ditingkatkan juga sistem member parkir motor atau mobil di area parkir kai,netral,feedback,lain
3592,3592,4.4.3,en,olivelite,1,5,sangat baik sekali,positif,feedback,baik
3593,3593,4.4.3,id,1727ID,1,1,aplikasi sudah tidak bisa dibuka lagi suruh verifikasi tapi tidak ada email yang masuk,negatif,registrasilogin,registrasi
3594,3594,4.4.1,id,santoni,1,5,good,positif,feedback,baik
3595,3595,4.4.3,id,CPH1803,1,1,saya gabisa login padahal di update terus,negatif,registrasilogin,login
3596,3596,4.4.3,id,1938,1,4,bagaimana cara menambahkan penumpang nya lagi ya kok cuman bisa daftar penumpang nya,netral,pemesanan,errorpemesanan
3597,3597,4.4.3,en,merlin,1,1,kenapa saya tidak bisa melakukan registrasi melalui aplikasi kai access padahal saya sangat butuh untuk membeli tiket yang mendesak mohon diperbaiki secepatnya,negatif,registrasilogin,registrasi
3598,3598,4.4.1,id,Infinix-X650C,1,2,cukup,netral,feedback,lain
3599,3599,unknown,id,RMX2180,1,1,aku udah daftar tidak bisa pesan bagaimana ini,negatif,pemesanan,errorpemesanan
3600,3600,4.4.3,id,merlin,1,5,jadi lebih mudah pesan tiket kereta,positif,feedback,baik
3601,3601,4.4.3,id,1938,1,1,aplikasi tidak berfungsi sama sekali kadang semua stasiun nya muncul saya mau ke stasiun pucuk lamongan kadang muncul kadang tidak muncul,negatif,pemesanan,getjadwal
3602,3602,4.2.0,id,j2y18lte,1,5,good,positif,feedback,baik
3603,3603,4.4.3,id,j7y17lte,1,5,memudahkan schedule perjalanan,positif,feedback,baik
3604,3604,4.4.3,en,ASUS_X00P_6,1,4,ayo lakukan banyak tambalan,netral,feedback,lain
3605,3605,unknown,id,OP4C4BL1,1,3,kenapa tidak bisa verifikasi ya,negatif,registrasilogin,registrasi
3606,3606,4.4.3,id,begonia,1,1,aplikasi banyak error nya,negatif,feedback,lain
3607,3607,4.4.3,id,1951,1,4,sudah beli tiket setelah aplikasi diperbarui tiket malah hilang bagaimana tanggapannya tolong segera dibalas,negatif,pemesanan,eticket
3608,3608,4.0.1,id,j3xlte,1,5,ok,positif,feedback,baik
3609,3609,4.4.3,id,HWMAR,1,2,kok ekonomi saja ya eksekutif kok tidak ada,negatif,pemesanan,getjadwal
3610,3610,4.4.1,id,joyeuse,1,4,ok,positif,feedback,baik
3611,3611,unknown,en,c7ltechn,1,1,aplikasinya saya daftar berkali kali tidak bisa,negatif,registrasilogin,registrasi
3612,3612,4.4.3,en,a7y18lte,1,4,setelah pembaruan size kursi terlalu besar jadi susah pilih kursi,negatif,pemesanan,errorpemesanan
3613,3613,4.4.1,id,2026,1,1,kok tidak bisa ya,negatif,feedback,lain
3614,3614,4.4.3,en,santoni,1,3,masalahnya mau booking langsung itu ke stasiun aja jam lebih buka ini malah gabisa susah banget,negatif,error,aksesapp
3615,3615,unknown,id,RMX1941,1,1,udah aktivasi eh pas masuk suruh aktivasi lagi cek email lagi terus oops gitu ah ribet,negatif,registrasilogin,registrasi
3616,3616,4.2.0,id,ASUS_Z00E_2,1,4,bagus harga tiket sesuai dan tidak ada tambahan biaya admin fasilitas kereta juga bagus mantap kai,positif,feedback,baik
3617,3617,4.4.3,id,OP4863,1,5,sangat membantu dalam pemesanan tiket kereta semoga kai lebih maju dan modern dalam hal pelayanan angkutan darat,positif,feedback,baik
3618,3618,4.4.3,id,j3xlte,1,5,kenapa aplikasinya tidak bisa di buka sudah satu minggu ini pertama di klik biasa muncul warna biru dan logo pt kai access selanjutnya jadi hanya layar putih tolong bagaimana solusinya apa memang lagi error sistem atau bagaimana alhamdulillah sudah bisa normal terima kasih solusinya karena pesan tiket di pt kai access sangat membantu sekali,negatif,error,crash
3619,3619,4.4.3,id,begonia,1,3,setelah pesan dan checkout gabisa buat cek cara pembayarannya atau mengubahnya,negatif,pemesanan,editpemesanan
3620,3620,4.4.3,id,Infinix-X680B,1,1,saya sudah daftar akun tapi kenapa pas mau dipakai lagi malah tidak bisa masuk lagi dan verifikasi akun sudah diterima,negatif,registrasilogin,login
3621,3621,unknown,id,a10,1,1,setelah di perbarui tidak bisa menerima tautan verifikasi email untuk login kalau kayak gini cara nya mending sistem pembelian tiket ka lokal di sediakan di indomart alfamart transportasi masal layanan pembelian tiket kok di persulit seperti ini,negatif,registrasilogin,registrasi
3622,3622,4.4.3,id,a31,1,2,sudah ganti hp kali tidak bisa login kai access kenapa ya tolong dong,negatif,registrasilogin,login
3623,3623,unknown,id,on7xelte,1,5,good,positif,feedback,baik
3624,3624,unknown,id,a7y18lte,1,1,aplikasi tolol bin ribet,negatif,feedback,lain
3625,3625,4.4.3,en,aio_otfp,1,1,yang tidak bisa masuk dan layar putih itu karena hpnya android ke bawah ini aplikasi hanya untuk minimal android dan ke atas,negatif,error,crash
3626,3626,4.4.3,id,a10s,1,5,sangat membantu sekali untuk update pemesanan tiketnya sukses terus untuk aplikasi kai access dan team terima kasih,positif,feedback,baik
3627,3627,unknown,id,1904,1,1,gabisa pesan tiket dari kemarin ada apa ya,negatif,pemesanan,errorpemesanan
3628,3628,unknown,id,mido,1,1,tolong dong perbaiki masalah login nya aku masih bingung,negatif,registrasilogin,login
3629,3629,unknown,id,santoni,1,1,buka aplikasinya cuman muncul layar putih saja kenapa,negatif,error,crash
3630,3630,4.4.3,id,mlv5,1,3,kenapa saya tidak bisa login ke akun saya ya saya sudah mengirim email ke cs kai namun belum ada balasan,negatif,registrasilogin,login
3631,3631,4.4.3,id,2023,1,5,sangat mudah aplikasinya mantap,positif,feedback,baik
3632,3632,4.3.8,id,A37f,1,5,aplikasinya susah masuknya,negatif,error,aksesapp
3633,3633,unknown,id,j3y17lte,1,1,kai parah lah untuk sekelas bumn masa pengelolaan aplikasinya jelek banget gini sih udah daftar mau login email verifikasinya tidak masuk masuk udah hari nunggu ini tidak user friendly nih,negatif,registrasilogin,login
3634,3634,4.4.3,id,CPH1609,1,2,aplikasi nya lama kali kalo pas bukanya kadang tidak bisa dibuka kalo bisa diupdate lah,negatif,error,aksesapp
3635,3635,unknown,id,mido,1,2,kenapa saya tidak bisa ubah no telepon,negatif,pengaturan,editprofil
3636,3636,4.4.3,id,m21,1,5,sangat membantu,positif,feedback,baik
3637,3637,4.4.3,id,m21,1,5,kalau bisa ditambah fitur untuk melihat rute kereta api terima kasih,netral,pemesanan,getjadwal
3638,3638,4.4.3,id,riva,1,1,maaf min aplikasinya makin lama makin gajelas padahal udah login email dan password benar tapi tidak bisa masuk sampai sampai udah restart ulang password masih aja tidak bisa saran diperbaiki lagi min,negatif,registrasilogin,login
3639,3639,4.4.3,id,ASUS_A007,1,1,aplikasi lemot harus nya di masa masa pandemi kayak gini lebih di mudah kan ini malah susah banget,negatif,error,error
3640,3640,4.4.1,id,j1minilte,1,5,karena saya orang gaptek harus minta tolong pada petugas alhamdulillah petugas nya paham,netral,feedback,lain
3641,3641,unknown,id,ugglite,1,2,payah,negatif,feedback,lain
3642,3642,4.4.3,en,ginkgo,1,1,aplikasi banyak trouble tidak bisa dibayar tiketnya server down verifikasi tidak dikirim kirim,negatif,pembayaran,errorpembayaran
3643,3643,4.4.3,id,j5xnlte,1,2,muncul time out,negatif,error,timeout
3644,3644,4.4.3,id,m11q,1,5,sangat membantu,positif,feedback,baik
3645,3645,4.4.3,en,CPH1609,1,3,dibuka tidak kebuka buka,negatif,error,aksesapp
3646,3646,4.4.3,id,EVERCOSS_S45,1,5,aplikasi yang sangat membantu,positif,feedback,baik
3647,3647,4.4.3,id,olivewood,1,3,ini kenapa ya saya pas daftar akun tidak bisa dipencet tombol yang selanjutnya padahal sudah mengisi nomor sama email yang benar,negatif,registrasilogin,registrasi
3648,3648,4.4.3,id,RMX2180,1,5,mau daftar,netral,feedback,lain
3649,3649,unknown,id,santoni,1,3,mohon arahannya akun kai access saya di buka di hp tidak bisa ke buka tapi di hp teman bisa dibuka,negatif,error,aksesapp
3650,3650,4.3.7,id,CPH1901,1,5,ok,positif,feedback,baik
3651,3651,4.4.3,en,cereus,1,2,saya harus verifikasi email untuk masuk tapi tidak ada email masuk,negatif,registrasilogin,registrasi
3652,3652,unknown,en,Infinix-X682C,1,3,bagus untuk booking tiket tapi kok saya tidak bisa cancel atau ganti jam ya,negatif,pembatalan,errorpembatalan
3653,3653,unknown,en,Infinix-X682C,1,3,untuk metode pembayarannya hanya linkaja dan qris saja untuk pembayaran seperti bank tidak tersedia apa cuma saya saja,negatif,pembayaran,metodebayar
3654,3654,4.4.3,id,1951,1,1,saya tidak bisa daftar akun baru di kai access saya sudah isi nomor hp dan email terus saya pencet lanjutkan tapi tidak ada respon sudah memperbarui aplikasi android system webview tapi tetap tidak bisa bagaimana ya solusinya,negatif,registrasilogin,registrasi
3655,3655,4.4.3,id,grandpplte,1,3,maaf min kenapa tiket ka lokal dari sumber pucung ke surabaya tidak ada yang ready ya mau cari tiket dari sumber pucung ke malang kota juga tidak ada tersedia,negatif,pemesanan,getjadwal
3656,3656,4.4.3,id,begonia,1,5,good,positif,feedback,baik
3657,3657,4.4.3,id,OP4B83L1,1,4,menjadi mudah proses cepat,positif,feedback,baik
3658,3658,4.0.1,id,dandelion,1,5,ok,positif,feedback,baik
3659,3659,4.4.3,id,CPH1909,1,1,aplikasi ini membuat saya jengkel ini adalah sebuah kritikan yang harus dijadikan pelajaran untuk yang aplikasinya sendiri password email saya sampai ganti cuma gara gara ini pas masuk verifikasi malah gagal sudah jam saya bolak balik seperti itu,negatif,registrasilogin,registrasi
3660,3660,4.4.3,id,lavender,1,2,harga tiket ka mohon di sesuaikan dengan keadaan seperti saat ini jangan terlalu memanfaatkan momentum yang ada dulu sebelum pandemi tiket kereta tujuan klaten semarang ribu sekarang jadi ribu naik dari harga normal saya naik kereta joglo semar,negatif,feedback,lain
3661,3661,1.4.4.3,id,cactus,1,5,bagus,positif,feedback,baik
3662,3662,4.4.3,id,j7xelte,1,1,tidak bisa digunakan data sudah disimpan tapi kembali lagi,negatif,error,crash
3663,3663,4.4.1,id,A37f,1,5,bagus,positif,feedback,baik
3664,3664,4.4.3,en,CPH1909,1,5,terima kasih kai,netral,feedback,lain
3665,3665,unknown,id,CPH1701,1,3,setelah update tidak bisa masuk halaman blank putih,negatif,error,aksesapp
3666,3666,4.4.3,id,j5lte,1,1,habis uninstall terus install lagi tiketku hilang,negatif,pemesanan,eticket
3667,3667,unknown,id,rolex,1,3,kenapa tidak bisa di buka ya sampai uninstall terus install lagi tapi tetep aja,negatif,error,aksesapp
3668,3668,4.4.3,id,X9009,4,5,mantap,positif,feedback,baik
3669,3669,4.4.1,id,a50,4,5,sangat membantu,positif,feedback,baik
3670,3670,4.4.7,en,a9y18qlte,4,1,setiap mau cancel tiket via kai access button berikutnya tidak bisa kenapa sih,negatif,pembatalan,errorpembatalan
3671,3671,4.4.7,id,nicklaus_f,4,1,pembayarannya kok tidak bisa via indomaret dan alfamart ya sekarang,negatif,pembayaran,metodebayar
3672,3672,4.4.7,id,a30,4,5,lebih mudah akses nya tapi mohon untuk jadwal kereta lokal diperbanyak,positif,feedback,baik
3673,3673,4.4.7,id,j7elte,4,5,ketepatan keberangkatan dan kedatangan perlu di pertahankan,netral,feedback,lain
3674,3674,4.4.7,id,lavender,4,3,mau pesan tiket ka lokal tapi tidak bisa diteruskan ke proses pembayarannya pakai linkaja,negatif,pembayaran,errorpembayaran
3675,3675,unknown,id,a20,4,5,pertahankan kualitas pelayanan,netral,feedback,lain
3676,3676,4.4.7,id,CPH1909,4,3,kata sandi kok salah sih,negatif,registrasilogin,login
3677,3677,unknown,id,OP4BFB,4,1,tidak bisa pesan kali kalo rombongan,negatif,pemesanan,maxpemesanan
3678,3678,unknown,id,CPH1725,4,5,layanan mudah dan praktis,positif,feedback,baik
3679,3679,4.4.7,id,ginkgo,4,5,sangat disayangkan ternyata di beberapa gerbong tidak diberlakukan jaga jarak di kursi penumpang,negatif,feedback,lain
3680,3680,4.4.7,id,RMX2151L1,4,5,sangat terbantu,positif,feedback,baik
3681,3681,4.4.1,id,j2y18lte,4,5,saya sudah daftar akun kai tapi disuruh memverifikasi dari alamat email tapi setelah saya buka akun email saya tidak ada pesan yang masuk dari kai sebenarnya enak aplikasi versi yang lawas lebih simpel mohon untuk diperbaiki sistemnya agar tidak mempersulit pengguna yang lebih gampang daripada kaya gini terus lebih baik tidak usah pakai aplikasi kalau dipikir pikir lebih enak langsung ke stasiun terima kasih,negatif,registrasilogin,registrasi
3682,3682,4.4.7,id,a33g,4,1,kenapa saat mau login ataupun mau daftar muncul maaf waktu anda sudah time out padahal sudah dicoba berkali kali tolong diberikan solusi,negatif,registrasilogin,login
3683,3683,4.4.1,id,hero2lteskt,4,5,sangat bermanfaat pembelian tiket tanpa antri,positif,feedback,baik
3684,3684,4.4.7,en,joyeuse,4,1,kalo gabisa cancel gausah ditulis bisa cancel edit gabisa cancel online kereta lokal,negatif,pembatalan,errorpembatalan
3685,3685,unknown,id,ugglite,4,2,mohon bantuannya aya tidak bisa login dengan keterangan invalid token,negatif,registrasilogin,login
3686,3686,4.4.4,id,merlin,4,5,top,positif,feedback,baik
3687,3687,4.4.3,id,astarqlte,4,5,pemesanan kereta api lokal tidak bisa,negatif,pemesanan,errorpemesanan
3688,3688,4.4.7,id,j6primelte,4,5,sip selalu update,positif,feedback,baik
3689,3689,4.4.7,id,on7xelte,4,5,pelayanan prima transportasi terbaik,positif,feedback,baik
3690,3690,4.4.1,id,ASUS_X00T_2,4,5,ok,positif,feedback,baik
3691,3691,4.4.4,id,1601,4,5,sudah bagus tingkatkan terus,positif,feedback,baik
3692,3692,4.4.4,id,j6primelte,4,5,juara,positif,feedback,baik
3693,3693,4.4.7,id,RMX1851,4,5,mantap registrasinya susah sudah punya akun tapi tidak bisa login,negatif,registrasilogin,login
3694,3694,unknown,id,joyeuse,4,5,mohon bantuan ubah profil biar bisa merubah jadwal perjalanan atau batal perjalanan,netral,pengaturan,editprofil
3695,3695,4.4.4,en,CPH1909,4,5,excellent,positif,feedback,baik
3696,3696,4.4.7,id,1816,4,5,lebih mudah dan cepat,positif,feedback,baik
3697,3697,4.4.7,en,greatlte,4,1,bisa tambah daftar penumpang tapi pas mau beli tidak bisa beli buat penumpang tersebut tidak bisa dirubah hanya bisa untuk kita sendiri bodoh bodoh bodoh ini lah alasan traveloka dan lain lain lebih populer aplikasi sampah,negatif,pemesanan,errorpemesanan
3698,3698,4.4.7,id,ginkgo,4,1,mohon maaf ini saya tidak bisa melakukan pemesanan tiket padahal sudah login,negatif,pemesanan,errorpemesanan
3699,3699,4.4.7,id,joyeuse,4,1,saya ingin bertanya kepada cs kai saya ingin login akun kai access tetapi belum juga mendapatkan email verifikasi jika membuat akun baru akan berbeda nomor nya dengan linkaja apa yang harus saya lakukan untuk bisa login kembali,negatif,registrasilogin,login
3700,3700,4.4.7,id,2027,4,1,aplikasi gajelas setelah pembaruan sebelum ini pernah saya login dengan email yang benar dan password yang benar tapi kenapa salah tolong dibenahi kalo gamau kecewain pengguna,negatif,registrasilogin,login
3701,3701,4.4.7,id,on7xelte,4,5,informasi akurat,positif,feedback,baik
3702,3702,4.4.7,id,OP4C72L1,4,4,perjalanan pertama sangat membantu ngecek perjalanan lebih mudah,positif,feedback,baik
3703,3703,4.4.4,id,1816,4,5,mantap,positif,feedback,baik
3704,3704,4.4.7,en,Z00A,4,1,minus tidak profesional auto delete aplikasi begini diandalkan lihat jadwal ka lokal padang saja tidak bisa,negatif,pemesanan,getjadwal
3705,3705,4.4.7,en,Z00A,4,1,mau daftar akun aplikasi time out terus orang sudah datang ke loket jam sebelum jadwal malah disuruh beli lewat aplikasi dungu ini mikir,negatif,registrasilogin,registrasi
3706,3706,4.4.7,id,j6lte,4,1,saya mau daftar akun kok tidak bisa ya,negatif,registrasilogin,registrasi
3707,3707,4.4.1,id,A1601,4,4,alhamdulillah cukup membantu tapi ada suatu hal yang menjadi keluhan bagi yang pesan padahal tidak berangkat mengapa harus pesan juga,negatif,pemesanan,bookbedaid
3708,3708,4.4.4,id,ASUS_X00T_2,4,4,sangat membantu,positif,feedback,baik
3709,3709,4.4.7,id,HWJSN-H,4,3,saran akan lebih baik jika kode booking bisa di share ke aplikasi lain misalnya whatsapp jadi lebih mempermudah orang lain yang memesankan tiket misal untuk orang tua yang gaptek,netral,pemesanan,errorpemesanan
3710,3710,4.4.4,id,a10s,4,5,sangat bermanfaat,positif,feedback,baik
3711,3711,4.4.4,id,a10s,4,5,enak banget buat nyari tiket kereta,positif,feedback,baik
3712,3712,4.4.7,id,ADVAN_G5,4,1,membingungkan tidak seperti yang dulu mau membelikan tiket untuk orang lain tidak bisa susah nya,negatif,pemesanan,bookbedaid
3713,3713,4.4.7,id,K01N_2,4,1,kurang menanggapi,negatif,feedback,lain
3714,3714,4.4.4,id,CPH1909,4,5,oke banget,positif,feedback,baik
3715,3715,unknown,id,noblelte,4,5,mau tanya kenapa saya tidak bisa beli tiket hari ini,negatif,pemesanan,errorpemesanan
3716,3716,unknown,id,a50,4,5,sip,positif,feedback,baik
3717,3717,4.4.7,id,a6lte,4,4,top,positif,feedback,baik
3718,3718,4.4.7,id,CPH1909,4,5,bagus enak pakai aplikasi ini,positif,feedback,baik
3719,3719,4.4.7,id,m30s,4,5,aplikasinya bagus membantu banget,positif,feedback,baik
3720,3720,unknown,id,rolex,4,1,udah masukin user password tetep aja gabisa login invalid token invalid token terus niat tidak sih bikin aplikasi,negatif,registrasilogin,login
3721,3721,4.4.1,id,mido,4,5,tambah kereta,netral,feedback,lain
3722,3722,4.4.7,id,RMX1941,4,1,gimana daftar nya kok susah kok terus logout,negatif,registrasilogin,registrasi
3723,3723,4.4.4,id,m20lte,4,5,baik,positif,feedback,baik
3724,3724,unknown,id,A37f,4,5,dapat tiket lebih cepat dan bisa pilih tempat duduk,positif,feedback,baik
3725,3725,4.4.4,id,a31,4,5,good,positif,feedback,baik
3726,3726,4.4.7,id,1724,4,1,gimana sih aku mau beli tiket kai access kok tidak bisa bisa,negatif,pemesanan,errorpemesanan
3727,3727,4.4.7,id,ysl,4,1,tolong kepada pejabat terkait pt kai saya merasa terganggu dengan aktivitas stabling kereta di samping rumah saya berisik getaran seperti ada gempa lokasi ada di stasiun arjawinangun stabling kereta jam orang tidur belum lagi getarannya sangat mengganggu apa nunggu kejadian dulu baru ada tindakan saya berharap profesionalitas perusahan bumn dan saya mempertanyakan jarak aman antara rel terakhir kereta dengan perumahan itu kenapa tidak di jalankan setau saya harusnya meter itu steril bangunan kenapa tidak di jalankan,negatif,feedback,lain
3728,3728,4.4.7,id,1820,4,2,nomor saya salah pas daftar cara mengubahnya bagaimana ya tolong bantu,netral,pengaturan,editprofil
3729,3729,4.4.6,id,CPH1803,4,5,sip,positif,feedback,baik
3730,3730,4.4.4,id,j4primelte,4,4,kai access mempermudah dalam kebutuhan melihat jadwal kereta booking tiket dan update info lainnya,positif,feedback,baik
3731,3731,4.4.4,id,a7y18lte,4,5,mohon maaf kenapa susah sekali sekarang masuknya,negatif,registrasilogin,login
3732,3732,4.3.6,id,RMX1811,4,4,kenapa cuma pakai ewallet pilihannya juga cuma satu bikin ribet aja saya kecewa sekali saya sudah pesan tiket untuk tanggal agustus dan sudah bayar pembayaran pun sukses tapi hari ini saya cek lagi tiket saya hilang ternyata tiket saya expired saya bingung kenapa expired tapi pembayaran sukses seharusnya ada refund dong dan ini tidak ada bukan masalah nominalnya tapi kepuasan yang dari pelanggan seharusnya diutamakan,negatif,pembayaran,metodebayar
